iata_code,name,latitude,longitude,elevation_ft,continent,country_code,region_code,city,airport_type,is_hub,region
MMG,Mount Magnet Airport,-28.116100311279297,117.84200286865234,1354.0,OC,AU,AU-WA,,medium_airport,False,AU
MMJ,Shinshu-Matsumoto Airport,36.166801,137.923004,2182.0,AS,JP,JP-20,Matsumoto,medium_airport,False,JP
MMK,Murmansk Airport,68.78170013427734,32.75080108642578,266.0,EU,RU,RU-MUR,Murmansk,medium_airport,False,RU
MMO,Maio Airport,15.15590000152588,-23.213699340820312,36.0,AF,CV,CV-S,Vila do Maio,medium_airport,False,CV
MMX,Malmö Sturup Airport,55.535564,13.376327,236.0,EU,SE,SE-M,Malmö,medium_airport,False,SE
MMY,Miyako Airport,24.782801,125.294998,150.0,AS,JP,JP-47,Miyakojima,medium_airport,False,JP
MMZ,Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,2743.0,AS,AF,AF-FYB,Maymana,medium_airport,False,AF
MNG,Maningrida Airport,-12.0560998917,134.23399353,123.0,OC,AU,AU-NT,Maningrida,medium_airport,False,AU
MNI,John A. Osborne Airport,16.791401,-62.193298,550.0,,MS,MS-SP,Gerald's Park,medium_airport,False,MS
MNJ,Mananjary Airport,-21.201799,48.358299,20.0,AF,MG,MG-F,Mananjary,medium_airport,False,MG
MNL,Ninoy Aquino International Airport,14.5086,121.019997,75.0,AS,PH,PH-00,Manila (Pasay),large_airport,False,PH
MNX,Manicoré Airport,-5.81138,-61.278301,174.0,SA,BR,BR-AM,Manicoré,medium_airport,False,BR
MOB,Mobile Regional Airport,30.6912,-88.242798,219.0,,US,US-AL,Mobile,medium_airport,False,US
MOC,Mário Ribeiro Airport,-16.706919,-43.818901,2191.0,SA,BR,BR-MG,Montes Claros,medium_airport,False,BR
MOG,Mong Hsat Airport,20.516799926757812,99.25679779052734,1875.0,AS,MM,MM-17,Mong Hsat,medium_airport,False,MM
MOL,"Molde Airport, Årø",62.744701,7.2625,10.0,EU,NO,NO-15,Årø,medium_airport,False,NO
MOQ,Morondava Airport,-20.2847,44.3176,30.0,AF,MG,MG-U,Morondava,medium_airport,False,MG
MOT,Minot International Airport,48.2593994140625,-101.27999877929688,1716.0,,US,US-ND,Minot,medium_airport,False,US
MOV,Moranbah Airport,-22.057800293,148.07699585,770.0,OC,AU,AU-QLD,Moranbah,medium_airport,False,AU
MOZ,Moorea Temae Airport,-17.48979,-149.761777,9.0,OC,PF,PF-U-A,Moorea-Maiao,medium_airport,False,PF
MPA,Katima Mulilo Airport,-17.634258,24.176688,3144.0,AF,,NA-CA,Mpacha,medium_airport,False,
MPH,Godofredo P. Ramos Airport,11.9245,121.954002,7.0,AS,PH,PH-AKL,Caticlan,medium_airport,False,PH
MPL,Montpellier-Méditerranée Airport,43.576199,3.96301,17.0,EU,FR,FR-OCC,Montpellier/Méditerranée,medium_airport,False,FR
MPM,Maputo Airport,-25.920799,32.572601,145.0,AF,MZ,MZ-MPM,Maputo,large_airport,False,MZ
MPN,Mount Pleasant Airport,-51.82279968261719,-58.44720077514648,244.0,SA,FK,FK-U-A,Mount Pleasant,medium_airport,False,FK
MPW,Mariupol International Airport,47.07609939575195,37.44960021972656,251.0,EU,UA,UA-14,Mariupol,medium_airport,False,UA
MQF,Magnitogorsk International Airport,53.39310073852539,58.75569915771485,1430.0,EU,RU,RU-BA,Magnitogorsk,medium_airport,False,RU
MQJ,Moma Airport,66.450861,143.261551,656.0,AS,RU,RU-SA,Khonuu,medium_airport,False,RU
MQL,Mildura Airport,-34.229198455799995,142.085998535,167.0,OC,AU,AU-VIC,Mildura,medium_airport,False,AU
MQM,Mardin Airport,37.2233009338,40.6316986084,1729.0,AS,TR,TR-47,Mardin,medium_airport,False,TR
MQN,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,229.0,EU,NO,NO-18,Mo i Rana,medium_airport,False,NO
MQP,Kruger Mpumalanga International Airport,-25.3831996918,31.1056003571,2829.0,AF,ZA,ZA-MP,Mpumalanga,medium_airport,False,ZA
MQS,Mustique Airport,12.8879,-61.180199,8.0,,VC,VC-06,Lovell,medium_airport,False,VC
MQT,Marquette/Sawyer International Airport,46.3536,-87.395401,1221.0,,US,US-MI,Gwinn,medium_airport,False,US
MQX,Alula Aba Nega Airport,13.4674,39.533501,7396.0,AF,ET,ET-TI,Mekele,medium_airport,False,ET
MRE,Mara Serena Lodge Airstrip,-1.406111,35.008057,5200.0,AF,KE,KE-700,Masai Mara,medium_airport,False,KE
MRI,Merrill Field,61.212792,-149.843988,137.0,,US,US-AK,Anchorage,medium_airport,False,US
MRS,Marseille Provence Airport,43.438088,5.2125,74.0,EU,FR,FR-PAC,"Marignane, Bouches-du-Rhône",large_airport,False,FR
MRU,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,186.0,AF,MU,MU-GP,Plaine Magnien,large_airport,False,MU
MRV,Mineralnyye Vody Airport,44.225101470947266,43.08190155029297,1054.0,EU,RU,RU-STA,Mineralnyye Vody,medium_airport,False,RU
MRX,Mahshahr Airport,30.5562,49.151901,8.0,AS,IR,IR-06,Mahshahr,medium_airport,False,IR
MRY,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,257.0,,US,US-CA,Monterey,medium_airport,False,US
MRZ,Moree Airport,-29.498899459799997,149.845001221,701.0,OC,AU,AU-NSW,Moree,medium_airport,False,AU
MSJ,Misawa Airport / Misawa Air Base,40.703201,141.367996,119.0,AS,JP,JP-02,Misawa,medium_airport,False,JP
MSL,Northwest Alabama Regional Airport,34.745123,-87.612981,551.0,,US,US-AL,Muscle Shoals,medium_airport,False,US
MSN,Dane County Regional Truax Field,43.1399,-89.337502,887.0,,US,US-WI,Madison,medium_airport,False,US
MSO,Missoula International Airport,46.91630173,-114.0910034,3206.0,,US,US-MT,Missoula,medium_airport,False,US
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,841.0,,US,US-MN,Minneapolis,large_airport,False,US
MSQ,Minsk National Airport,53.888071,28.039964,670.0,EU,BY,BY-MI,Minsk,large_airport,False,BY
MSR,Muş Airport,38.747798919677734,41.66120147705078,4157.0,AS,TR,TR-49,Muş,medium_airport,False,TR
MSS,Massena International Airport Richards Field,44.936157,-74.844304,215.0,,US,US-NY,Massena,medium_airport,False,US
MST,Maastricht Aachen Airport,50.911701,5.77014,375.0,EU,NL,NL-LI,Maastricht,medium_airport,False,NL
MSU,Moshoeshoe I International Airport,-29.462299,27.5525,5348.0,AF,LS,LS-A,Mazenod,medium_airport,False,LS
MSY,Louis Armstrong New Orleans International Airport,29.993401,-90.258003,4.0,,US,US-LA,New Orleans,large_airport,False,US
MSZ,Welwitschia Mirabilis International Airport,-15.2612,12.1468,210.0,AF,AO,AO-NAM,Moçâmedes,medium_airport,False,AO
MTJ,Montrose Regional Airport,38.5098,-107.893997,5759.0,,US,US-CO,Montrose,medium_airport,False,US
MTR,Los Garzones Airport,8.82374,-75.8258,41.0,SA,CO,CO-COR,Montería,medium_airport,False,CO
MTT,Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,36.0,,MX,MX-VER,Cosoleacaque,medium_airport,False,MX
MTY,Monterrey International Airport,25.778521,-100.106989,1278.0,,MX,MX-NLE,Monterrey,large_airport,False,MX
MUA,Munda Airport,-8.32797,157.263,10.0,OC,SB,SB-WE,Munda,medium_airport,False,SB
MUB,Maun Airport,-19.970491,23.431409,3093.0,AF,BW,BW-NW,Maun,medium_airport,False,BW
MUC,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,large_airport,False,DE
MUE,Waimea Kohala Airport,20.001301,-155.667999,2671.0,OC,US,US-HI,Waimea (Kamuela),medium_airport,False,US
MUH,Marsa Matruh International Airport,31.325464,27.221716,75.0,AF,EG,EG-MT,Marsa Matruh,medium_airport,False,EG
MUN,Maturín Airport,9.749023,-63.153348,224.0,SA,VE,VE-N,Maturín,medium_airport,False,VE
MUR,Marudi Airport,4.178734,114.330318,103.0,AS,MY,MY-13,Marudi,medium_airport,False,MY
MUX,Multan International Airport,30.20319938659668,71.41909790039062,403.0,AS,PK,PK-PB,Multan,medium_airport,False,PK
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6561599969863892,13.437999725341797,1450.0,AF,GA,GA-2,Franceville,medium_airport,False,GA
MVD,Carrasco General Cesáreo L. Berisso International Airport,-34.835647,-56.026497,105.0,SA,UY,UY-CA,Ciudad de la Costa,large_airport,False,UY
MVF,Dix-Sept Rosado Airport,-5.20192,-37.3643,76.0,SA,BR,BR-RN,Mossoró,medium_airport,False,BR
MVP,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680.0,SA,CO,CO-VAU,Mitú,medium_airport,False,CO
MVQ,Mogilev Airport,53.95489883422851,30.09510040283203,637.0,EU,BY,BY-MA,Mogilev,medium_airport,False,BY
MVR,Salak Airport,10.45139980316162,14.257399559020996,1390.0,AF,CM,CM-EN,Maroua,medium_airport,False,CM
MVT,Mataiva Airport,-14.8681001663208,-148.7169952392578,11.0,OC,PF,PF-U-A,,medium_airport,False,PF
MWA,Veterans Airport of Southern Illinois,37.751208,-89.016568,472.0,,US,US-IL,Marion,medium_airport,False,US
MWX,Muan International Airport,34.991406,126.382814,35.0,AS,KR,KR-46,Muan (Piseo-ri),large_airport,False,KR
MWZ,Mwanza Airport,-2.4444899559020996,32.932701110839844,3763.0,AF,TZ,TZ-18,Mwanza,medium_airport,False,TZ
MXL,General Rodolfo Sánchez Taboada International Airport,32.630629,-115.242805,74.0,,MX,MX-BCN,Mexicali,medium_airport,False,MX
MXP,Milan Malpensa International Airport,45.6306,8.72811,768.0,EU,IT,IT-25,Ferno (VA),large_airport,False,IT
MXV,Mörön Airport,49.663299560546875,100.0989990234375,4272.0,AS,MN,MN-041,Mörön,medium_airport,False,MN
MXX,Mora Airport,60.957901,14.5114,634.0,EU,SE,SE-W,Mora,medium_airport,False,SE
MYA,Moruya Airport,-35.8978004456,150.143997192,14.0,OC,AU,AU-NSW,Moruya,medium_airport,False,AU
MYD,Malindi Airport,-3.2293100357055664,40.10169982910156,80.0,AF,KE,KE-300,Malindi,medium_airport,False,KE
MYE,Miyakejima Airport,34.073600769,139.559997559,67.0,AS,JP,JP-13,Miyakejima,medium_airport,False,JP
MYG,Mayaguana Airport,22.379499,-73.013494,11.0,,BS,BS-MG,Abrahams Bay,medium_airport,False,BS
MYJ,Matsuyama Airport,33.82720184326172,132.6999969482422,25.0,AS,JP,JP-38,Matsuyama,medium_airport,False,JP
MYL,McCall Municipal Airport,44.888837,-116.101112,5024.0,,US,US-ID,McCall,medium_airport,False,US
MYP,Mary International Airport,37.62353,61.895668,728.0,AS,TM,TM-M,Mary,medium_airport,False,TM
MYR,Myrtle Beach International Airport,33.679699,-78.928299,25.0,,US,US-SC,Myrtle Beach,medium_airport,False,US
MYT,Myitkyina Airport,25.3836,97.351898,475.0,AS,MM,MM-11,Myitkyina,medium_airport,False,MM
MYU,Mekoryuk Airport,60.372338,-166.269751,48.0,,US,US-AK,Mekoryuk,medium_airport,False,US
MYW,Mtwara Airport,-10.336204,40.181997,371.0,AF,TZ,TZ-17,Mtwara,medium_airport,False,TZ
MYY,Miri Airport,4.32201,113.987,59.0,AS,MY,MY-13,Miri,medium_airport,False,MY
MZG,Penghu Magong Airport,23.568701,119.627998,103.0,AS,TW,TW-PEN,Huxi,medium_airport,False,TW
MZI,Mopti Ambodédjo International Airport,14.5128,-4.07956,906.0,AF,ML,ML-5,Sévaré,medium_airport,False,ML
MZL,La Nubia Airport,5.0296,-75.4647,6871.0,SA,CO,CO-CAL,Manizales,medium_airport,False,CO
MZO,Sierra Maestra International Airport,20.288605,-77.087545,112.0,,CU,CU-12,Manzanillo,medium_airport,False,CU
MZR,Mazar-i-Sharif International Airport,36.706902,67.209702,1284.0,AS,AF,AF-BAL,Mazar-i-Sharif,medium_airport,False,AF
MZS,Moradabad Airport,28.81746,78.92187,637.0,AS,IN,IN-UP,Moradabad,medium_airport,False,IN
MZT,General Rafael Buelna International Airport,23.161474,-106.264572,38.0,,MX,MX-SIN,Mazatlàn,large_airport,False,MX
MZV,Mulu Airport,4.048329830169678,114.80500030517578,80.0,AS,MY,MY-13,Mulu,medium_airport,False,MY
NAA,Narrabri Airport,-30.3192005157,149.82699585,788.0,OC,AU,AU-NSW,Narrabri,medium_airport,False,AU
NAG,Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,1033.0,AS,IN,IN-MM,Nagpur,medium_airport,False,IN
NAH,Naha Airport,3.68478,125.527162,16.0,AS,ID,ID-SA,"Tabukan Utara, Sangihe Islands",medium_airport,False,ID
NAJ,Nakhchivan Airport,39.18880081176758,45.45840072631836,2863.0,AS,AZ,AZ-NX,Nakhchivan,medium_airport,False,AZ
NAL,Nalchik Airport,43.512901306152344,43.636600494384766,1461.0,EU,RU,RU-KB,Nalchik,medium_airport,False,RU
NAM,Namniwel Airport,-3.143159,126.976469,7.0,AS,ID,ID-MA,Namniwel,medium_airport,False,ID
NAN,Nadi International Airport,-17.755399703979492,177.4429931640625,59.0,OC,FJ,FJ-W,Nadi,medium_airport,False,FJ
NAP,Naples International Airport,40.886002,14.2908,294.0,EU,IT,IT-72,Napoli,large_airport,False,IT
NAS,Lynden Pindling International Airport,25.039,-77.466202,16.0,,BS,BS-NP,Nassau,large_airport,False,BS
NAT,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,-5.769804,-35.366578,272.0,SA,BR,BR-RN,Natal,medium_airport,False,BR
NAW,Narathiwat Airport,6.5199198722839355,101.74299621582033,16.0,AS,TH,TH-96,,medium_airport,False,TH
NBC,Begishevo Airport,55.564701,52.092499,643.0,AS,RU,RU-TA,Nizhnekamsk,medium_airport,False,RU
NBE,Enfidha - Hammamet International Airport,36.075833,10.438611,21.0,AF,TN,TN-51,Enfidha,medium_airport,False,TN
NBO,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,5330.0,AF,KE,KE-110,Nairobi,large_airport,False,KE
NBS,Changbaishan Airport,42.066944,127.602222,2874.0,AS,CN,CN-22,Baishan,medium_airport,False,CN
NCA,North Caicos Airport,21.916094,-71.942954,10.0,,TC,TC-NC,North Caicos,medium_airport,False,TC
NCE,Nice-Côte d'Azur Airport,43.658401,7.21587,12.0,EU,FR,FR-PAC,"Nice, Alpes-Maritimes",large_airport,False,FR
NCL,Newcastle International Airport,55.037958,-1.689577,266.0,EU,GB,GB-ENG,"Newcastle upon Tyne, Tyne and Wear",medium_airport,False,GB
NCU,Nukus Airport,42.4884,59.623299,246.0,AS,UZ,UZ-QR,Nukus,medium_airport,False,UZ
NCY,Annecy Haute-Savoie Mont Blanc Airport,45.928947,6.0987,1521.0,EU,FR,FR-ARA,Epagny Metz-Tessy,medium_airport,False,FR
NDB,Nouadhibou International Airport,20.9330997467041,-17.030000686645508,24.0,AF,MR,MR-08,Nouadhibou,medium_airport,False,MR
NDC,Nanded Airport,19.1833,77.316704,1250.0,AS,IN,IN-MM,Nanded,medium_airport,False,IN
NDG,Qiqihar Sanjiazi Airport,47.239601135253906,123.91799926757812,477.0,AS,CN,CN-23,Qiqihar,medium_airport,False,CN
NDJ,N'Djamena International Airport,12.1337,15.034,968.0,AF,TD,TD-ND,N'Djamena,large_airport,False,TD
NDR,Nador Al Aaroui International Airport,34.9888,-3.02821,574.0,AF,MA,MA-02,Al Aaroui,medium_airport,False,MA
NDU,Rundu Airport,-17.956499099731,19.719400405884,3627.0,AF,,NA-KE,Rundu,medium_airport,False,
NEC,Necochea Airport,-38.490746,-58.816337,72.0,SA,AR,AR-B,Necochea,medium_airport,False,AR
NER,Chulman Airport,56.913898468018,124.91400146484,2812.0,AS,RU,RU-SA,Neryungri,medium_airport,False,RU
NEV,Vance W. Amory International Airport,17.205699920654297,-62.589900970458984,14.0,,KN,KN-U-A,Charlestown,medium_airport,False,KN
NFG,Nefteyugansk Airport,61.108299,72.650002,115.0,AS,RU,RU-KHM,Nefteyugansk,medium_airport,False,RU
NGB,Ningbo Lishe International Airport,29.82670021057129,121.46199798583984,13.0,AS,CN,CN-33,Ningbo,large_airport,False,CN
NGE,N'Gaoundéré Airport,7.357009887695312,13.559200286865234,3655.0,AF,CM,CM-AD,N'Gaoundéré,medium_airport,False,CM
NGO,Chubu Centrair International Airport,34.858398,136.804993,15.0,AS,JP,JP-23,Tokoname,large_airport,False,JP
NGQ,Ngari Gunsa Airport,32.09794,80.053971,14022.0,AS,CN,CN-54,Shiquanhe,medium_airport,False,CN
NGS,Nagasaki Airport,32.916901,129.914001,15.0,AS,JP,JP-42,Nagasaki,medium_airport,False,JP
NHV,Nuku Hiva Airport,-8.7956,-140.229004,220.0,OC,PF,PF-U-A,Nuku Hiva,medium_airport,False,PF
NIM,Diori Hamani International Airport,13.4815,2.18361,732.0,AF,NE,NE-8,Niamey,large_airport,False,NE
NJC,Nizhnevartovsk Airport,60.949299,76.483597,177.0,AS,RU,RU-KHM,Nizhnevartovsk,medium_airport,False,RU
NJF,Al Najaf International Airport,31.989853,44.404317,103.0,AS,IQ,IQ-NA,Najaf,medium_airport,False,IQ
NKC,Nouakchott–Oumtounsy International Airport,18.31,-15.969722,9.0,AF,MR,MR-NKC,Nouakchott,large_airport,False,MR
NKG,Nanjing Lukou International Airport,31.735032,118.865949,49.0,AS,CN,CN-32,Nanjing,large_airport,False,CN
NKM,Nagoya Airport / JASDF Komaki Air Base,35.255759,136.924095,52.0,AS,JP,JP-23,Nagoya,medium_airport,False,JP
NKT,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,2038.0,AS,TR,TR-73,Şırnak,medium_airport,False,TR
NLA,Simon Mwansa Kapwepwe International Airport,-12.961667,28.516667,4308.0,AF,ZM,ZM-08,Ndola,medium_airport,False,ZM
NLD,Quetzalcóatl International Airport,27.443899,-99.570503,484.0,,MX,MX-TAM,Nuevo Laredo,medium_airport,False,MX
NLH,Ninglang Luguhu Airport,27.5403,100.7593,10804.0,AS,CN,CN-53,Ninglang,medium_airport,False,CN
NLI,Nikolayevsk-na-Amure Airport,53.154999,140.649994,170.0,AS,RU,RU-KHA,Nikolayevsk-na-Amure Airport,medium_airport,False,RU
NLK,Norfolk Island International Airport,-29.041887,167.939616,371.0,OC,NF,NF-U-A,Burnt Pine,medium_airport,False,NF
NLT,Xinyuan Nalati Airport,43.4318,83.3786,3050.0,AS,CN,CN-65,Xinyuan,medium_airport,False,CN
NLU,General Felipe Ángeles International Airport,19.7357,-99.0257,7369.0,,MX,MX-MEX,Mexico City,large_airport,False,MX
NLV,Mykolaiv International Airport,47.057899,31.9198,184.0,EU,UA,UA-48,Nikolayev,medium_airport,False,UA
NMF,Maafaru International Airport,5.818394,73.469181,6.0,AS,MV,MV-25,Noonu Atoll,medium_airport,False,MV
NMI,Navi Mumbai International Airport,18.988686,73.068523,184.0,AS,IN,IN-MM,Navi Mumbai,large_airport,False,IN
NNG,Nanning Wuxu Airport,22.608544,108.175335,421.0,AS,CN,CN-45,Nanning (Jiangnan),large_airport,False,CN
NNM,Naryan Mar Airport,67.639999,53.121899,36.0,EU,RU,RU-NEN,Naryan Mar,medium_airport,False,RU
NNT,Nan Airport,18.807899475097656,100.78299713134766,685.0,AS,TH,TH-55,,medium_airport,False,TH
NOB,Nosara Airport,9.97649002075,-85.65299987790002,33.0,,CR,CR-G,Nicoya,medium_airport,False,CR
NOC,Ireland West Knock Airport,53.910301,-8.81849,665.0,EU,IE,IE-MO,Charlestown,medium_airport,False,IE
NOJ,Noyabrsk Airport,63.18330001831055,75.2699966430664,446.0,AS,RU,RU-YAN,Noyabrsk,medium_airport,False,RU
NOP,Sinop Airport,42.018313,35.071774,20.0,AS,TR,TR-57,Sinop,medium_airport,False,TR
NOS,Fascene Airport,-13.3121,48.3148,36.0,AF,MG,MG-D,Nosy Be,medium_airport,False,MG
NOU,La Tontouta International Airport,-22.014601,166.212997,52.0,OC,NC,NC-03,Nouméa (La Tontouta),medium_airport,False,NC
NOV,Nova Lisboa Airport,-12.808899879455566,15.760499954223633,5587.0,AF,AO,AO-HUA,Huambo,medium_airport,False,AO
NOZ,Spichenkovo Airport,53.811401,86.877197,1024.0,EU,RU,RU-KEM,Novokuznetsk,medium_airport,False,RU
NPE,Hawke's Bay Airport,-39.465801,176.869995,6.0,OC,NZ,NZ-HKB,Napier,medium_airport,False,NZ
NPL,New Plymouth Airport,-39.00859832763672,174.1790008544922,97.0,OC,NZ,NZ-TKI,New Plymouth,medium_airport,False,NZ
NPO,Nanga Pinoh Airport,-0.34864,111.746155,123.0,AS,ID,ID-KB,Nanga Pinoh-Borneo Island,medium_airport,False,ID
NQN,Presidente Peron Airport,-38.949001,-68.155701,895.0,SA,AR,AR-Q,Neuquen,medium_airport,False,AR
NQY,Cornwall Airport Newquay,50.440601,-4.99541,390.0,EU,GB,GB-ENG,Newquay,medium_airport,False,GB
NQZ,Nursultan Nazarbayev International Airport,51.027035,71.467094,1165.0,AS,KZ,KZ-AST,Astana,large_airport,False,KZ
NRA,Narrandera Airport,-34.7022018433,146.511993408,474.0,OC,AU,AU-NSW,Narrandera,medium_airport,False,AU
NRK,Norrköping Airport,58.586299896240234,16.250600814819336,32.0,EU,SE,SE-E,Norrköping,medium_airport,False,SE
NRN,Weeze Airport,51.6024017334,6.14216995239,106.0,EU,DE,DE-NW,Weeze,medium_airport,False,DE
NRR,José Aponte de la Torre Airport,18.2453,-65.643402,38.0,,PR,PR-U-A,Ceiba,medium_airport,False,PR
NRT,Narita International Airport,35.764702,140.386002,141.0,AS,JP,JP-12,Narita,large_airport,False,JP
NSH,Nowshahr Airport,36.664286,51.46273,-61.0,AS,IR,IR-02,Nowshahr,medium_airport,False,IR
NSI,Yaoundé Nsimalen International Airport,3.72256,11.5533,2278.0,AF,CM,CM-CE,Yaoundé,medium_airport,False,CM
NSK,Norilsk-Alykel Airport,69.31109619140625,87.33219909667969,574.0,AS,RU,RU-KYA,Norilsk,medium_airport,False,RU
NSN,Nelson Airport,-41.298302,173.220993,17.0,OC,NZ,NZ-NSN,Nelson,medium_airport,False,NZ
NST,Nakhon Si Thammarat Airport,8.539620399475098,99.9447021484375,13.0,AS,TH,TH-80,Nakhon Si Thammarat,medium_airport,False,TH
NTE,Nantes Atlantique Airport,47.153198,-1.61073,90.0,EU,FR,FR-PDL,Nantes,medium_airport,False,FR
NTG,Nantong Xingdong International Airport,32.073566,120.980076,16.0,AS,CN,CN-32,Nantong (Tongzhou),medium_airport,False,CN
NTL,Newcastle Airport,-32.79499816894531,151.83399963378906,31.0,OC,AU,AU-NSW,Williamtown,medium_airport,False,AU
NTN,Normanton Airport,-17.68409,141.069664,73.0,OC,AU,AU-QLD,Normanton,medium_airport,False,AU
NTQ,Noto Satoyama Airport,37.293098,136.962006,718.0,AS,JP,JP-17,Wajima,medium_airport,False,JP
NTX,Ranai Airport,3.90871,108.388,7.0,AS,ID,ID-KR,Ranai-Natuna Besar Island,medium_airport,False,ID
NUE,Nuremberg Airport,49.498699,11.078056,1046.0,EU,DE,DE-BY,Nuremberg,large_airport,False,DE
NUI,Nuiqsut Airport,70.209999,-151.005998,38.0,,US,US-AK,Nuiqsut,medium_airport,False,US
NUM,Neom Bay Airport,27.927598,35.28874,29.0,AS,SA,SA-07,Sharma,medium_airport,False,SA
NUX,Novy Urengoy Airport,66.06939697265625,76.52030181884766,210.0,AS,RU,RU-YAN,Novy Urengoy,medium_airport,False,RU
NVA,Benito Salas Airport,2.95015,-75.294,1464.0,SA,CO,CO-HUI,Neiva,medium_airport,False,CO
NVI,Navoi Airport,40.117199,65.170799,1140.0,AS,UZ,UZ-NW,Navoi,medium_airport,False,UZ
NVT,Ministro Victor Konder International Airport,-26.879431,-48.650979,18.0,SA,BR,BR-SC,Navegantes,medium_airport,False,BR
NWI,Norwich Airport,52.6758,1.28278,117.0,EU,GB,GB-ENG,"Norwich, Norfolk",medium_airport,False,GB
NYA,Nyagan Airport,62.110001,65.614998,361.0,EU,RU,RU-KHM,Nyagan,medium_airport,False,RU
NYI,Sunyani Airport,7.36183,-2.32876,1014.0,AF,GH,GH-BO,Sunyani,medium_airport,False,GH
NYK,Nanyuki Airport,-0.062399,37.041008,6250.0,AF,KE,KE-200,Nanyuki,medium_airport,False,KE
NYM,Nadym Airport,65.48090362548828,72.69889831542969,49.0,AS,RU,RU-YAN,Nadym,medium_airport,False,RU
NYO,Stockholm Skavsta Airport,58.788601,16.912201,140.0,EU,SE,SE-D,Nyköping,medium_airport,False,SE
NYT,Nay Pyi Taw International Airport,19.623501,96.200996,302.0,AS,MM,MM-04,Pyinmana,medium_airport,False,MM
NZC,Maria Reiche Neuman Airport,-14.854,-74.961502,1860.0,SA,PE,PE-ICA,Nazca,medium_airport,False,PE
NZH,Manzhouli Xijiao Airport,49.566667,117.33,2231.0,AS,CN,CN-15,Manzhouli,medium_airport,False,CN
NZL,Zhalantun Genghis Khan Airport,47.865942,122.768662,928.0,AS,CN,CN-15,Zhalantun,medium_airport,False,CN
OAJ,Albert J Ellis Airport,34.829201,-77.612099,94.0,,US,US-NC,Richlands,medium_airport,False,US
OAK,San Francisco Bay Oakland International Airport,37.720085,-122.221184,9.0,,US,US-CA,Oakland,large_airport,False,US
OAX,Xoxocotlán International Airport,17.000814,-96.72197,4989.0,,MX,MX-OAX,Oaxaca,medium_airport,False,MX
OBO,Tokachi-Obihiro Airport,42.7332992554,143.216995239,505.0,AS,JP,JP-01,Obihiro,medium_airport,False,JP
OCC,Francisco De Orellana Airport,-0.462886,-76.986801,834.0,SA,EC,EC-D,Coca,medium_airport,False,EC
OCJ,Ian Fleming International Airport,18.404079,-76.969754,90.0,,JM,JM-05,Boscobel,medium_airport,False,JM
ODE,Odense Hans Christian Andersen Airport,55.475307,10.327206,56.0,EU,DK,DK-83,Odense,medium_airport,False,DK
ODS,Odessa International Airport,46.4268,30.6765,172.0,EU,UA,UA-51,Odessa,medium_airport,False,UA
OER,Örnsköldsvik Airport,63.40829849243164,18.989999771118164,354.0,EU,SE,SE-Y,Örnsköldsvik,medium_airport,False,SE
OGD,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473.0,,US,US-UT,Ogden,medium_airport,False,US
OGG,Kahului International Airport,20.896263,-156.431837,54.0,,US,US-HI,Kahului,large_airport,False,US
OGL,Eugene F. Correira International Airport,6.80628,-58.1059,10.0,SA,GY,GY-DE,Ogle,medium_airport,False,GY
OGN,Yonaguni Airport,24.467298,122.979827,70.0,AS,JP,JP-47,Yonaguni,medium_airport,False,JP
OGS,Ogdensburg International Airport,44.6819,-75.4655,297.0,,US,US-NY,Ogdensburg,medium_airport,False,US
OGU,Ordu–Giresun Airport,40.966872,38.085995,11.0,AS,TR,TR-52,Ordu,medium_airport,False,TR
OGX,Ain Beida Airport,31.9172,5.41278,492.0,AF,DZ,DZ-30,Ouargla,medium_airport,False,DZ
OGZ,Vladikavkaz Beslan International Airport,43.205101,44.606602,1673.0,EU,RU,RU-SE,Beslan,medium_airport,False,RU
OHD,Ohrid St. Paul the Apostle Airport,41.18,20.7423,2313.0,EU,MK,MK-003,Ohrid,medium_airport,False,MK
OHE,Mohe Gulian Airport,52.916871,122.422759,1836.0,AS,CN,CN-23,Mohe,medium_airport,False,CN
OHO,Okhotsk Airport,59.410065,143.056503,45.0,AS,RU,RU-KHA,Okhotsk,medium_airport,False,RU
OIM,Oshima Airport,34.782001495399996,139.36000061,130.0,AS,JP,JP-13,Izu Oshima,medium_airport,False,JP
OIR,Okushiri Airport,42.0717010498,139.432998657,161.0,AS,JP,JP-01,Okushiri Island,medium_airport,False,JP
OIT,Oita Airport,33.479400634799994,131.736999512,19.0,AS,JP,JP-44,Oita,medium_airport,False,JP
