origin_country,destination_country,origin_airport,origin_name,origin_city,origin_type,origin_is_hub,destination_airport,destination_name,destination_city,destination_type,destination_is_hub,distance_km
SX,EG,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CAI,Cairo International Airport,Cairo,large_airport,True,9428.54
SX,ZA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,JNB,O.R. Tambo International Airport,Johannesburg,large_airport,True,11009.5
SX,QA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DOH,Hamad International Airport,Doha,large_airport,True,11468.46
SX,AE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DXB,Dubai International Airport,Dubai,large_airport,True,11801.45
SX,CN,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PEK,Beijing Capital International Airport,Beijing,large_airport,True,13552.24
SX,JP,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,HND,Tokyo Haneda International Airport,Tokyo,large_airport,True,13585.95
SX,KR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ICN,Incheon International Airport,Seoul,large_airport,True,13761.98
SX,GP,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PTP,Guadeloupe - Maryse Condé International Airport,Pointe-à-Pitre,large_airport,False,258.96
SX,PR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SJU,Luis Munoz Marin International Airport,San Juan,large_airport,False,308.7
SX,MQ,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FDF,Martinique Aimé Césaire International Airport,Fort-de-France,large_airport,False,444.57
SX,LC,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,UVF,Hewanorra International Airport,Vieux Fort,large_airport,False,531.6
SX,DO,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PUJ,Punta Cana International Airport,Punta Cana,large_airport,False,557.77
SX,DO,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LRM,Casa De Campo International Airport,La Romana,large_airport,False,614.41
SX,DO,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SDQ,Las Américas International Airport,Santo Domingo,large_airport,False,694.11
SX,BQ,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BON,Flamingo International Airport,Kralendijk,large_airport,False,859.29
SX,VE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BLA,General José Antonio Anzoategui International Airport,Barcelona,large_airport,False,898.12
SX,CW,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CUR,Hato International Airport,Willemstad,large_airport,False,904.15
SX,VE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,large_airport,False,926.84
SX,AW,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AUA,Queen Beatrix International Airport,Oranjestad,large_airport,False,963.16
SX,HT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PAP,Toussaint Louverture International Airport,Port-au-Prince,large_airport,False,971.22
SX,TC,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PLS,Providenciales International Airport,Providenciales,large_airport,False,1043.38
SX,JM,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,KIN,Norman Manley International Airport,Kingston,large_airport,False,1446.36
SX,SR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PBM,Johan Adolf Pengel International Airport,Zandery,large_airport,False,1643.01
SX,BS,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,NAS,Lynden Pindling International Airport,Nassau,large_airport,False,1674.82
SX,GF,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CAY,Cayenne – Félix Eboué Airport,Matoury,large_airport,False,1877.85
SX,KY,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GCM,Owen Roberts International Airport,George Town,large_airport,False,1926.57
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,large_airport,False,1967.74
SX,CU,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,VRA,Juan Gualberto Gomez International Airport,Matanzas,large_airport,False,1985.62
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PBI,Palm Beach International Airport,West Palm Beach,large_airport,False,1990.66
SX,PA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PTY,Tocumen International Airport,Tocumen,large_airport,False,2020.17
SX,CU,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,HAV,José Martí International Airport,Havana,large_airport,False,2081.93
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RSW,Southwest Florida International Airport,Fort Myers,large_airport,False,2134.93
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MCO,Orlando International Airport,Orlando,large_airport,False,2184.76
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SFB,Orlando Sanford International Airport,Orlando,large_airport,False,2197.07
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,large_airport,False,2245.1
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TPA,Tampa International Airport,Tampa,large_airport,False,2269.7
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,JAX,Jacksonville International Airport,Jacksonville,large_airport,False,2331.54
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MAO,Eduardo Gomes International Airport,Manaus,large_airport,False,2367.8
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SAV,Savannah Hilton Head International Airport,Savannah,large_airport,False,2395.99
SX,CR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SJO,Juan Santamaría International Airport,San José (Alajuela),large_airport,False,2443.1
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ORF,Norfolk International Airport,Norfolk,large_airport,False,2456.57
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CUN,Cancún International Airport,Cancún,large_airport,False,2510.22
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RDU,Raleigh Durham International Airport,Raleigh/Durham,large_airport,False,2512.04
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CZM,Cozumel International Airport,Cozumel,large_airport,False,2512.95
SX,CR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LIR,Guanacaste Airport,Liberia,large_airport,False,2552.32
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RIC,Richmond International Airport,Richmond,large_airport,False,2569.48
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CLT,Charlotte Douglas International Airport,Charlotte,large_airport,False,2596.61
SX,EC,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,UIO,Mariscal Sucre International Airport,Quito,large_airport,False,2618.93
SX,BZ,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BZE,Philip S. W. Goldson International Airport,Belize City,large_airport,False,2666.08
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DCA,Ronald Reagan Washington National Airport,Washington,large_airport,False,2677.47
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belém,large_airport,False,2688.53
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,large_airport,False,2689.8
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PHL,Philadelphia International Airport,Philadelphia,large_airport,False,2692.99
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,IAD,Washington Dulles International Airport,Dulles,large_airport,False,2706.43
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LGA,LaGuardia Airport,New York,large_airport,False,2729.42
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,EWR,Newark Liberty International Airport,Newark,large_airport,False,2731.74
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PVD,Theodore Francis Green State Airport,Warwick,large_airport,False,2749.51
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MID,Manuel Crescencio Rejón International Airport,Mérida,large_airport,False,2797.01
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BOS,Logan International Airport,Boston,large_airport,False,2805.71
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BDL,Bradley International Airport,Hartford,large_airport,False,2808.35
SX,SV,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SAL,Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),large_airport,False,2821.01
SX,EC,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GYE,José Joaquín de Olmedo International Airport,Guayaquil,large_airport,False,2901.57
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PWM,Portland International Jetport,Portland,large_airport,False,2926.14
SX,GT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GUA,La Aurora Airport,Guatemala City,large_airport,False,2948.45
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YHZ,Halifax / Stanfield International Airport,Halifax,large_airport,False,2984.68
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PIT,Pittsburgh International Airport,Pittsburgh,large_airport,False,2986.12
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SYR,Syracuse Hancock International Airport,Syracuse,large_airport,False,3044.11
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MSY,Louis Armstrong New Orleans International Airport,New Orleans,large_airport,False,3049.88
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BNA,Nashville International Airport,Nashville,large_airport,False,3064.43
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CMH,John Glenn Columbus International Airport,Columbus,large_airport,False,3092.66
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati / Covington,large_airport,False,3128.03
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SDF,Louisville Muhammad Ali International Airport,Louisville,large_airport,False,3134.95
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BUF,Buffalo Niagara International Airport,Buffalo,large_airport,False,3135.34
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CLE,Cleveland Hopkins International Airport,Cleveland,large_airport,False,3151.22
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,large_airport,False,3204.5
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,large_airport,False,3248.94
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MEM,Memphis International Airport,Memphis,large_airport,False,3255.49
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,IND,Indianapolis International Airport,Indianapolis,large_airport,False,3282.07
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YQB,Quebec Jean Lesage International Airport,Quebec,large_airport,False,3285.72
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DTW,Detroit Metropolitan Wayne County Airport,Detroit,large_airport,False,3300.21
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YYT,St. John's International Airport,St. John's,large_airport,False,3421.25
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,STL,St. Louis Lambert International Airport,St Louis,large_airport,False,3497.87
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,IAH,George Bush Intercontinental Houston Airport,Houston,large_airport,False,3517.35
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MDW,Chicago Midway International Airport,Chicago,large_airport,False,3525.35
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MKE,General Mitchell International Airport,Milwaukee,large_airport,False,3619.96
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FOR,Pinto Martins International Airport,Fortaleza,large_airport,False,3625.3
SX,PE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CUZ,Alejandro Velasco Astete International Airport,Cusco,large_airport,False,3642.28
SX,PE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LIM,Jorge Chávez International Airport,Lima,large_airport,False,3679.25
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AUS,Austin Bergstrom International Airport,Austin,large_airport,False,3739.73
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,NLU,General Felipe Ángeles International Airport,Mexico City,large_airport,False,3776.51
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TUL,Tulsa International Airport,Tulsa,large_airport,False,3792.19
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SAT,San Antonio International Airport,San Antonio,large_airport,False,3799.99
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MCI,Kansas City International Airport,Kansas City,large_airport,False,3850.78
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MTY,Monterrey International Airport,Monterrey,large_airport,False,3899.04
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,OKC,Will Rogers World Airport,Oklahoma City,large_airport,False,3901.86
SX,BO,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,VVI,Viru Viru International Airport,Santa Cruz,large_airport,False,3968.08
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,OMA,Eppley Airfield,Omaha,large_airport,False,4047.16
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,large_airport,False,4085.41
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BSB,Presidente Juscelino Kubitschek International Airport,Brasília,large_airport,False,4121.28
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GDL,Guadalajara International Airport,Guadalajara,large_airport,False,4218.13
SX,CV,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RAI,Nelson Mandela International Airport,Praia,large_airport,False,4231.07
SX,PT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PDL,João Paulo II Airport,Ponta Delgada,large_airport,False,4237.91
SX,CV,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SID,Amílcar Cabral International Airport,Espargos,large_airport,False,4255.58
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DGO,General Guadalupe Victoria International Airport,Durango,large_airport,False,4334.77
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,large_airport,False,4386.03
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PVR,Puerto Vallarta International Airport,Puerto Vallarta,large_airport,False,4419.07
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MZT,General Rafael Buelna International Airport,Mazatlàn,large_airport,False,4511.91
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BPS,Porto Seguro Airport,Porto Seguro,large_airport,False,4649.61
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DEN,Denver International Airport,Denver,large_airport,False,4656.47
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,large_airport,False,4664.06
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ABQ,Albuquerque International Sunport,Albuquerque,large_airport,False,4676.19
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CNF,Tancredo Neves International Airport,Belo Horizonte,large_airport,False,4681.49
SX,PY,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ASU,Silvio Pettirossi International Airport,Asunción,large_airport,False,4850.53
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TFS,Tenerife Sur Airport,Tenerife,large_airport,False,4860.02
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SJD,Los Cabos International Airport,San José del Cabo,large_airport,False,4865.13
SX,PT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FNC,Madeira International Airport Cristiano Ronaldo,Funchal,large_airport,False,4888.64
SX,SN,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DSS,Blaise Diagne International Airport,Dakar,large_airport,False,4914.09
SX,PY,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AGT,Guaraní International Airport,Ciudad del Este,large_airport,False,4918.84
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,VIX,Eurico de Aguiar Salles Airport,Vitória,large_airport,False,4932.77
SX,MR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,large_airport,False,4965.65
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LPA,Gran Canaria Airport,Gran Canaria Island,large_airport,False,4975.81
SX,GM,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BJL,Banjul International Airport,Yundum,large_airport,False,4988.41
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,large_airport,False,5029.07
SX,PY,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ENO,Lieutenant Amin Ayub González International Airport,Encarnación,large_airport,False,5094.32
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FUE,Fuerteventura Airport,El Matorral,large_airport,False,5126.97
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PHX,Phoenix Sky Harbor International Airport,Phoenix,large_airport,False,5135.93
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ACE,César Manrique-Lanzarote Airport,San Bartolomé,large_airport,False,5154.13
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SLC,Salt Lake City International Airport,Salt Lake City,large_airport,False,5279.64
SX,BR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FLN,Hercílio Luz International Airport,Florianópolis,large_airport,False,5319.22
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LAS,Harry Reid International Airport,Las Vegas,large_airport,False,5457.17
SX,SL,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FNA,Lungi International Airport,Freetown (Lungi-Town),large_airport,False,5484.64
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AGA,Al Massira Airport,Agadir (Temsia),large_airport,False,5563.87
SX,MX,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,large_airport,False,5588.67
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SAN,San Diego International Airport,San Diego,large_airport,False,5610.38
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ONT,Ontario International Airport,Ontario,large_airport,False,5657.38
SX,PT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,large_airport,False,5665.88
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SNA,John Wayne Orange County International Airport,Santa Ana,large_airport,False,5679.28
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RAK,Menara Airport,Marrakech,large_airport,False,5698.56
SX,PT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FAO,Faro Airport,Faro,large_airport,False,5744.03
SX,PT,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,OPO,Francisco de Sá Carneiro Airport,Porto,large_airport,False,5746.43
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,CMN,Mohammed V International Airport,Casablanca,large_airport,False,5747.78
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YYC,Calgary International Airport,Calgary,large_airport,False,5767.32
SX,CL,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,large_airport,False,5776.97
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SCQ,Santiago-Rosalía de Castro Airport,Santiago de Compostela,large_airport,False,5800.54
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YEG,Edmonton International Airport,Edmonton,large_airport,False,5828.38
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RBA,Rabat-Salé Airport,Rabat,large_airport,False,5828.9
SX,LR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ROB,Roberts International Airport,Monrovia,large_airport,False,5861.44
SX,AR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AEP,Jorge Newbery Airpark,Buenos Aires,large_airport,False,5869.91
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,RNO,Reno Tahoe International Airport,Reno,large_airport,False,5905.87
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TNG,Tangier Ibn Battuta Airport,Tangier,large_airport,False,5914.8
SX,UY,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,large_airport,False,5927.06
SX,ML,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BKO,Modibo Keita International Airport,Bamako,large_airport,False,5927.87
SX,IS,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,KEF,Keflavik International Airport,Reykjavík,large_airport,False,5944.16
SX,GI,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GIB,Gibraltar Airport,Gibraltar,large_airport,False,5969.05
SX,MA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,FEZ,Fes Saïss International Airport,Saïss,large_airport,False,5991.76
SX,IE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SNN,Shannon Airport,Shannon,large_airport,False,6038.0
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,AGP,Málaga-Costa del Sol Airport,Málaga,large_airport,False,6048.5
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SMF,Sacramento International Airport,Sacramento,large_airport,False,6053.38
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SJC,Norman Y. Mineta San Jose International Airport,San Jose,large_airport,False,6071.85
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,OAK,San Francisco Bay Oakland International Airport,Oakland,large_airport,False,6100.12
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PDX,Portland International Airport,Portland,large_airport,False,6228.0
SX,IE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DUB,Dublin Airport,Dublin,large_airport,False,6231.88
SX,US,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SEA,Seattle–Tacoma International Airport,Seattle,large_airport,False,6240.85
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BFS,Belfast International Airport,Belfast,large_airport,False,6274.03
SX,CA,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,YVR,Vancouver International Airport,Vancouver,large_airport,False,6339.94
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ALC,Alicante-Elche Miguel Hernández Airport,Alicante,large_airport,False,6404.12
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GLA,Glasgow International Airport,"Paisley, Renfrewshire",large_airport,False,6420.87
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BOD,Bordeaux-Mérignac Airport,Bordeaux/Mérignac,large_airport,False,6442.49
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MAN,Manchester Airport,"Manchester, Greater Manchester",large_airport,False,6485.33
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,EDI,Edinburgh Airport,Edinburgh,large_airport,False,6486.87
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BHX,Birmingham Airport,"Birmingham, West Midlands",large_airport,False,6499.15
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,IBZ,Ibiza Airport,Ibiza (Eivissa),large_airport,False,6573.67
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LGW,London Gatwick Airport,London,large_airport,False,6577.54
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LTN,London Luton Airport,"Luton, Bedfordshire",large_airport,False,6579.36
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,large_airport,False,6595.84
SX,GB,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,STN,London Stansted Airport,London,large_airport,False,6620.35
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,large_airport,False,6640.96
SX,ES,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,PMI,Palma de Mallorca Airport,Palma de Mallorca,large_airport,False,6692.41
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ORY,Paris-Orly Airport,"Paris (Orly, Val-de-Marne)",large_airport,False,6723.18
SX,DZ,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ALG,Houari Boumediene Airport,Algiers,large_airport,False,6736.08
SX,BE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,BRU,Brussels Airport,Zaventem,large_airport,False,6898.08
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",large_airport,False,6902.83
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,MRS,Marseille Provence Airport,"Marignane, Bouches-du-Rhône",large_airport,False,6904.85
SX,GH,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,ACC,Kotoka International Airport,Accra,large_airport,False,6957.16
SX,NL,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,EIN,Eindhoven Airport,Eindhoven,large_airport,False,6965.57
SX,NE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,NIM,Diori Hamani International Airport,Niamey,large_airport,False,6971.67
SX,CH,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,GVA,Geneva Cointrin International Airport,Geneva,large_airport,False,6983.62
SX,LU,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,LUX,Luxembourg-Findel International Airport,Luxembourg,large_airport,False,7008.64
SX,DE,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,DUS,Düsseldorf Airport,Düsseldorf,large_airport,False,7060.49
SX,FR,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",large_airport,False,7066.49
SX,NO,SXM,Princess Juliana International Airport,Sint Maarten,large_airport,False,SVG,"Stavanger Airport, Sola",Stavanger,large_airport,False,7081.69
